NORIOCOMP,Frequencia,Impacto,Vulnerabil,NM_MUN,SIGLA_UF,length_m
sem nome,Alta,Médio,Alta,Ribeirão das Neves,MG,37202.91432506019
sem nome,Alta,Médio,Alta,Santa Leopoldina,ES,31666.76063166953
sem nome,Alta,Médio,Alta,Santa Luzia,MG,2084.901001388485
sem nome,Alta,Médio,Alta,Santa Maria de Jetibá,ES,50962.124141963955
sem nome,Alta,Médio,Alta,Santana do Deserto,MG,9122.037497094687
sem nome,Alta,Médio,Alta,Sapucaia,MG,13473.486243880589
sem nome,Alta,Médio,Alta,Sapucaia,RJ,13473.486243880589
sem nome,Alta,Médio,Alta,Sarzedo,MG,1579.6223335154882
sem nome,Alta,Médio,Alta,Serra,ES,8343.465072855111
sem nome,Alta,Médio,Alta,São Domingos das Dores,MG,21321.163566440824
sem nome,Alta,Médio,Alta,São Gotardo,MG,11531.762800784474
sem nome,Alta,Médio,Alta,São José do Alegre,MG,16802.18878919182
sem nome,Alta,Médio,Alta,São Sebastião do Anta,MG,7549.64928517555
sem nome,Alta,Médio,Alta,Vargem Alta,ES,32416.916275843607
sem nome,Alta,Médio,Alta,Vespasiano,MG,16602.679040543804
sem nome,Alta,Médio,Alta,Volta Grande,MG,11701.506784714757
sem nome,Alta,Médio,Alta,Água Doce do Norte,ES,32268.61087377316
sem nome,Baixa,Alto,Alta,Apiacá,ES,16450.294165421783
sem nome,Baixa,Alto,Alta,Apiacá,RJ,16450.294165421783
sem nome,Baixa,Alto,Alta,Bom Jesus do Itabapoana,ES,16450.294165421783
sem nome,Baixa,Alto,Alta,Bom Jesus do Itabapoana,RJ,16450.294165421783
sem nome,Baixa,Alto,Alta,Cachoeira,BA,13358.0335913784
sem nome,Baixa,Alto,Alta,Cipotânea,MG,2275.2815095953197
sem nome,Baixa,Alto,Alta,Engenheiro Caldas,MG,14744.094060446922
sem nome,Baixa,Alto,Alta,Mesquita,MG,17954.18912993994
sem nome,Baixa,Alto,Alta,Pirapetinga,MG,9653.817727554695
sem nome,Baixa,Alto,Alta,Pirapetinga,RJ,8027.210042270365
sem nome,Baixa,Alto,Alta,Santana do Paraíso,MG,27298.61415571524
sem nome,Baixa,Alto,Alta,Santo Antônio de Pádua,MG,8027.210042270365
sem nome,Baixa,Alto,Alta,Santo Antônio de Pádua,RJ,8027.210042270365
sem nome,Baixa,Alto,Alta,Sobrália,MG,21757.569721065698
sem nome,Baixa,Alto,Alta,São João do Oriente,MG,7013.475660618777
sem nome,Baixa,Alto,Alta,Tarumirim,MG,14744.094060446922
sem nome,Baixa,Alto,Média,Brejetuba,ES,8797.264160097708
sem nome,Baixa,Baixo,Baixa,Acaiaca,MG,28793.517552438392
sem nome,Baixa,Baixo,Baixa,Alto Paraguai,MT,21562.239262143165
sem nome,Baixa,Baixo,Baixa,Aparecida do Taboado,MS,19806.724282350493
sem nome,Baixa,Baixo,Baixa,Aparecida do Taboado,SP,19806.724282350493
sem nome,Baixa,Baixo,Baixa,Areias,RJ,26085.641041506336
sem nome,Baixa,Baixo,Baixa,Areias,SP,26085.641041506336
sem nome,Baixa,Baixo,Baixa,Argirita,MG,17435.229720532352
sem nome,Baixa,Baixo,Baixa,Açucena,MG,33687.943948208565
sem nome,Baixa,Baixo,Baixa,Barretos,SP,7943.917556002587
sem nome,Baixa,Baixo,Baixa,Barueri,SP,31832.530520655713
sem nome,Baixa,Baixo,Baixa,Bauru,SP,11290.348661980795
sem nome,Baixa,Baixo,Baixa,Bebedouro,SP,22990.860058657316
sem nome,Baixa,Baixo,Baixa,Bento de Abreu,SP,4803.158373374118
sem nome,Baixa,Baixo,Baixa,Bocaina,SP,7545.222902587357
sem nome,Baixa,Baixo,Baixa,Boituva,SP,10475.035686003497
sem nome,Baixa,Baixo,Baixa,Bom Jesus do Galho,MG,26052.15381271202
sem nome,Baixa,Baixo,Baixa,Cajati,SP,26832.100182207632
sem nome,Baixa,Baixo,Baixa,Caldas Novas,GO,6665.4826402592535
sem nome,Baixa,Baixo,Baixa,Camapuã,MS,18948.437514047862
sem nome,Baixa,Baixo,Baixa,Canarana,MT,13579.953230600702
sem nome,Baixa,Baixo,Baixa,Capetinga,MG,33828.18856007361
sem nome,Baixa,Baixo,Baixa,Capetinga,SP,33828.18856007361
sem nome,Baixa,Baixo,Baixa,Caraguatatuba,SP,9611.985709106868
sem nome,Baixa,Baixo,Baixa,Caratinga,MG,26052.15381271202
sem nome,Baixa,Baixo,Baixa,Chupinguaia,RO,8467.193687836494
sem nome,Baixa,Baixo,Baixa,Conchal,SP,22132.53831330708
sem nome,Baixa,Baixo,Baixa,Cotia,SP,31832.530520655713
sem nome,Baixa,Baixo,Baixa,Cromínia,GO,34851.79872005736
sem nome,Baixa,Baixo,Baixa,Cubatão,SP,12981.90555399542
sem nome,Baixa,Baixo,Baixa,Datas,MG,4266.748213504486
sem nome,Baixa,Baixo,Baixa,Diamantina,MG,10810.172376474758
sem nome,Baixa,Baixo,Baixa,Diamantino,MT,21562.239262143165
sem nome,Baixa,Baixo,Baixa,Diogo de Vasconcelos,MG,28793.517552438392
sem nome,Baixa,Baixo,Baixa,Divinópolis,MG,17560.706418392947
sem nome,Baixa,Baixo,Baixa,Dobrada,SP,21590.724348609256
sem nome,Baixa,Baixo,Baixa,Dom Aquino,MT,24177.1607059291
sem nome,Baixa,Baixo,Baixa,Dracena,SP,7964.31984532003
sem nome,Baixa,Baixo,Baixa,Embu das Artes,SP,25550.340447068622
sem nome,Baixa,Baixo,Baixa,Engenheiro Caldas,MG,12790.807001112658
sem nome,Baixa,Baixo,Baixa,Entre Folhas,MG,26052.15381271202
sem nome,Baixa,Baixo,Baixa,Felixlândia,MG,13434.93001910796
sem nome,Baixa,Baixo,Baixa,Getulina,SP,12383.790839595109
sem nome,Baixa,Baixo,Baixa,Gonzaga,MG,5685.232816435401
sem nome,Baixa,Baixo,Baixa,Gouveia,MG,4076.6108204126986
sem nome,Baixa,Baixo,Baixa,Governador Lindenberg,ES,14050.553846781255
sem nome,Baixa,Baixo,Baixa,Guarantã do Norte,MT,14597.48519934313
sem nome,Baixa,Baixo,Baixa,Guararema,SP,14892.669888414704
sem nome,Baixa,Baixo,Baixa,Guariba,SP,8665.855445572766
sem nome,Baixa,Baixo,Baixa,Holambra,SP,10303.059025719926
sem nome,Baixa,Baixo,Baixa,Ibaté,SP,28498.728703365457
sem nome,Baixa,Baixo,Baixa,Ibiraci,MG,33828.18856007361
sem nome,Baixa,Baixo,Baixa,Ibiraci,SP,33828.18856007361
sem nome,Baixa,Baixo,Baixa,Ibirapitanga,BA,12132.181123181688
sem nome,Baixa,Baixo,Baixa,Itapecerica,MG,18621.9848493446
sem nome,Baixa,Baixo,Baixa,Itapecerica da Serra,SP,23007.86016355297
sem nome,Baixa,Baixo,Baixa,Itapeva,SP,13413.715120776335
sem nome,Baixa,Baixo,Baixa,Itapira,SP,37340.96603191632
sem nome,Baixa,Baixo,Baixa,Itapirapuã,GO,13039.588645006397
sem nome,Baixa,Baixo,Baixa,Itararé,SP,14701.629205955222
sem nome,Baixa,Baixo,Baixa,Itauçu,GO,8516.65888192681
sem nome,Baixa,Baixo,Baixa,Itápolis,SP,11417.748774750478
sem nome,Baixa,Baixo,Baixa,Jaguariúna,SP,10303.059025719926
sem nome,Baixa,Baixo,Baixa,Jales,SP,4239.4507904668
sem nome,Baixa,Baixo,Baixa,Jandira,SP,31832.530520655713
sem nome,Baixa,Baixo,Baixa,Juína,MT,33982.99977748575
sem nome,Baixa,Baixo,Baixa,Lindóia,SP,8556.616046785022
sem nome,Baixa,Baixo,Baixa,Lorena,SP,19433.48668222991
sem nome,Baixa,Baixo,Baixa,Mairipotaba,GO,58112.365416189976
sem nome,Baixa,Baixo,Baixa,Maraú,BA,12132.181123181688
sem nome,Baixa,Baixo,Baixa,Mogi Guaçu,SP,26931.654836682166
sem nome,Baixa,Baixo,Baixa,Mogi Mirim,SP,49064.193149989245
sem nome,Baixa,Baixo,Baixa,Mogi das Cruzes,SP,14892.669888414704
sem nome,Baixa,Baixo,Baixa,Monte Aprazível,SP,7804.52041887045
sem nome,Baixa,Baixo,Baixa,Natividade da Serra,SP,17953.44667635978
sem nome,Baixa,Baixo,Baixa,Nova Belém,ES,28456.728827644987
sem nome,Baixa,Baixo,Baixa,Nova Belém,MG,28456.728827644987
sem nome,Baixa,Baixo,Baixa,Nova Campina,SP,13413.715120776335
sem nome,Baixa,Baixo,Baixa,Nova Granada,SP,10103.66419278409
sem nome,Baixa,Baixo,Baixa,Olímpia,SP,9799.029812621344
sem nome,Baixa,Baixo,Baixa,Ouro Verde,SP,10502.52847270599
sem nome,Baixa,Baixo,Baixa,Palmares Paulista,SP,6767.5282449123
sem nome,Baixa,Baixo,Baixa,Paraibuna,SP,5317.605763952054
sem nome,Baixa,Baixo,Baixa,Patrocínio Paulista,MG,33828.18856007361
sem nome,Baixa,Baixo,Baixa,Patrocínio Paulista,SP,33828.18856007361
sem nome,Baixa,Baixo,Baixa,Pederneiras,SP,11290.348661980795
sem nome,Baixa,Baixo,Baixa,Peruíbe,SP,16862.449526481105
sem nome,Baixa,Baixo,Baixa,Piquete,SP,17067.745671143646
sem nome,Baixa,Baixo,Baixa,Pontal,SP,25022.81940225225
sem nome,Baixa,Baixo,Baixa,Pontalina,GO,23260.56669613261
sem nome,Baixa,Baixo,Baixa,Ponte Nova,MG,28793.517552438392
sem nome,Baixa,Baixo,Baixa,Porto Feliz,SP,10475.035686003497
sem nome,Baixa,Baixo,Baixa,Poço Fundo,MG,34775.232108036835
sem nome,Baixa,Baixo,Baixa,Presidente Prudente,SP,13992.272853323931
sem nome,Baixa,Baixo,Baixa,Presidente Venceslau,SP,13259.690700862984
sem nome,Baixa,Baixo,Baixa,Professor Jamil,GO,34851.79872005736
sem nome,Baixa,Baixo,Baixa,Raul Soares,MG,15772.693206395088
sem nome,Baixa,Baixo,Baixa,Reginópolis,SP,10274.718540583219
sem nome,Baixa,Baixo,Baixa,Resende,RJ,26085.641041506336
sem nome,Baixa,Baixo,Baixa,Resende,SP,26085.641041506336
sem nome,Baixa,Baixo,Baixa,Ribeirão Bonito,SP,13062.763089638318
sem nome,Baixa,Baixo,Baixa,Ribeirão Preto,SP,25022.81940225225
sem nome,Baixa,Baixo,Baixa,Rio Quente,GO,6665.4826402592535
sem nome,Baixa,Baixo,Baixa,Rio Verde de Mato Grosso,MS,34222.911429957545
sem nome,Baixa,Baixo,Baixa,Rubinéia,MS,19806.724282350493
sem nome,Baixa,Baixo,Baixa,Rubinéia,SP,19806.724282350493
sem nome,Baixa,Baixo,Baixa,Santa Cruz da Esperança,SP,13180.440421491356
sem nome,Baixa,Baixo,Baixa,Santa Cruz do Rio Pardo,SP,21651.88325046513
sem nome,Baixa,Baixo,Baixa,Santa Ernestina,SP,21590.724348609256
sem nome,Baixa,Baixo,Baixa,Santa Fé do Sul,MS,19806.724282350493
sem nome,Baixa,Baixo,Baixa,Santa Fé do Sul,SP,19806.724282350493
sem nome,Baixa,Baixo,Baixa,Santa Rita do Passa Quatro,SP,12434.810751479376
sem nome,Baixa,Baixo,Baixa,Santo Antônio do Aracanguá,SP,18756.646600401116
sem nome,Baixa,Baixo,Baixa,Santo Antônio do Pinhal,MG,16614.684243046806
sem nome,Baixa,Baixo,Baixa,Santo Antônio do Pinhal,SP,16614.684243046806
sem nome,Baixa,Baixo,Baixa,Sapucaí-Mirim,MG,16614.684243046806
sem nome,Baixa,Baixo,Baixa,Sapucaí-Mirim,SP,16614.684243046806
sem nome,Baixa,Baixo,Baixa,Serra Azul,SP,13180.440421491356
sem nome,Baixa,Baixo,Baixa,Sertãozinho,SP,25022.81940225225
sem nome,Baixa,Baixo,Baixa,São Bento do Sapucaí,SP,10990.567465651195
sem nome,Baixa,Baixo,Baixa,São Carlos,SP,28498.728703365457
sem nome,Baixa,Baixo,Baixa,São Francisco de Goiás,GO,6877.817395551844
sem nome,Baixa,Baixo,Baixa,São Geraldo da Piedade,MG,19191.19787741347
sem nome,Baixa,Baixo,Baixa,São Lourenço da Serra,SP,17124.373857104547
sem nome,Baixa,Baixo,Baixa,São Roque,SP,8676.654592929712
sem nome,Baixa,Baixo,Baixa,São Sebastião do Oeste,MG,18621.9848493446
sem nome,Baixa,Baixo,Baixa,Tanabi,SP,12439.291192445067
sem nome,Baixa,Baixo,Baixa,Taquaritinga,SP,29866.45490124447
sem nome,Baixa,Baixo,Baixa,Tarumirim,MG,12790.807001112658
sem nome,Baixa,Baixo,Baixa,Tatuí,SP,6067.139776424117
sem nome,Baixa,Baixo,Baixa,Três Fronteiras,MS,19806.724282350493
sem nome,Baixa,Baixo,Baixa,Três Fronteiras,SP,19806.724282350493
sem nome,Baixa,Baixo,Baixa,Tupi Paulista,SP,7964.31984532003
sem nome,Baixa,Baixo,Baixa,Urupês,SP,10141.496105659875
sem nome,Baixa,Baixo,Baixa,Vargem Alegre,MG,26052.15381271202
sem nome,Baixa,Baixo,Baixa,Vargem Grande Paulista,SP,8676.654592929712
sem nome,Baixa,Baixo,Baixa,Água Doce do Norte,ES,28456.728827644987
sem nome,Baixa,Baixo,Baixa,Água Doce do Norte,MG,28456.728827644987
sem nome,Baixa,Baixo,Baixa,Águas de Lindóia,SP,8556.616046785022
sem nome,Baixa,Baixo,Baixa,Álvares Machado,SP,14090.589192604311
sem nome,Baixa,Médio,Média,Alto Rio Doce,MG,38789.52819416456
sem nome,Baixa,Médio,Média,Alvorada do Norte,GO,7279.881021255206
sem nome,Baixa,Médio,Média,Antônio Gonçalves,BA,17335.58137219797
sem nome,Baixa,Médio,Média,Buritis,RO,28111.029776456897
sem nome,Baixa,Médio,Média,Cacaulândia,RO,2732.741231176614
sem nome,Baixa,Médio,Média,Capitão Andrade,MG,15349.052027066717
sem nome,Baixa,Médio,Média,Carmo do Cajuru,MG,27539.19125225742
sem nome,Baixa,Médio,Média,Cipotânea,MG,33335.748795736254
sem nome,Baixa,Médio,Média,Cláudio,MG,24109.730287578623
sem nome,Baixa,Médio,Média,Desterro do Melo,MG,33335.748795736254
sem nome,Baixa,Médio,Média,Engenheiro Caldas,MG,13061.75911517853
sem nome,Baixa,Médio,Média,Filadélfia,BA,17335.58137219797
sem nome,Baixa,Médio,Média,Lamim,MG,12580.316137010423
sem nome,Baixa,Médio,Média,Monte Negro,RO,23268.183192583438
sem nome,Baixa,Médio,Média,Nova Brasilândia D'Oeste,RO,17171.071297990737
sem nome,Baixa,Médio,Média,Pindobaçu,BA,17335.58137219797
sem nome,Baixa,Médio,Média,Poço Fundo,MG,13324.513631762533
sem nome,Baixa,Médio,Média,Presidente Médici,RO,14759.098233293702
sem nome,Baixa,Médio,Média,Rio Espera,MG,12580.316137010423
sem nome,Baixa,Médio,Média,Senhora dos Remédios,MG,33335.748795736254
sem nome,Baixa,Médio,Média,São João do Oriente,MG,7328.585979752723
sem nome,Baixa,Médio,Média,Tumiritinga,MG,15349.052027066717
sem nome,Média,Alto,Alta,Atílio Vivácqua,ES,7981.6577106746
sem nome,Média,Alto,Alta,Cachoeiro de Itapemirim,ES,18920.623033444106
sem nome,Média,Alto,Alta,Caldas Novas,GO,12336.30644276139
sem nome,Média,Alto,Alta,Campo Belo,MG,11299.965919497376
sem nome,Média,Alto,Alta,Cana Verde,MG,11299.965919497376
sem nome,Média,Alto,Alta,Fazenda Nova,GO,6765.88007057752
sem nome,Média,Alto,Alta,Israelândia,GO,6765.88007057752
sem nome,Média,Alto,Alta,Itumbiara,GO,26106.69306109374
sem nome,Média,Baixo,Baixa,Angelândia,MG,12225.330426858267
sem nome,Média,Baixo,Baixa,Araponga,MG,4583.440002080186
sem nome,Média,Baixo,Baixa,Arcos,MG,15416.475658608888
sem nome,Média,Baixo,Baixa,Açucena,MG,23682.761005474138
sem nome,Média,Baixo,Baixa,Baependi,MG,12300.584306822091
sem nome,Média,Baixo,Baixa,Baldim,MG,15841.198987638096
sem nome,Média,Baixo,Baixa,Capinópolis,MG,5836.084330491296
sem nome,Média,Baixo,Baixa,Caratinga,MG,30011.27474765054
sem nome,Média,Baixo,Baixa,Carbonita,MG,13020.669065685572
sem nome,Média,Baixo,Baixa,Cataguases,MG,27880.4488407608
sem nome,Média,Baixo,Baixa,Caxambu,MG,36360.83215148303
sem nome,Média,Baixo,Baixa,Central de Minas,MG,19529.244460247133
sem nome,Média,Baixo,Baixa,Conceição do Pará,MG,7428.648725086035
sem nome,Média,Baixo,Baixa,Conceição do Rio Verde,MG,45160.307475266054
sem nome,Média,Baixo,Baixa,Crisólita,MG,32161.22859074523
sem nome,Média,Baixo,Baixa,Cruzeiro da Fortaleza,MG,48234.79135242222
sem nome,Média,Baixo,Baixa,Cássia,MG,34770.6995081495
sem nome,Média,Baixo,Baixa,Córrego Danta,MG,28066.431600336175
sem nome,Média,Baixo,Baixa,Delfinópolis,MG,24026.513560604355
sem nome,Média,Baixo,Baixa,Divinésia,MG,20577.992187362375
sem nome,Média,Baixo,Baixa,Ervália,MG,4583.440002080186
sem nome,Média,Baixo,Baixa,Formiga,MG,8335.887556626569
sem nome,Média,Baixo,Baixa,Fronteira dos Vales,MG,18666.57108843521
sem nome,Média,Baixo,Baixa,Goianá,MG,17081.079796340426
sem nome,Média,Baixo,Baixa,Gonçalves,MG,9297.905570822355
sem nome,Média,Baixo,Baixa,Guidoval,MG,12656.905750530017
sem nome,Média,Baixo,Baixa,Guimarânia,MG,10085.831343880218
sem nome,Média,Baixo,Baixa,Gurinhatã,MG,28806.67378896049
sem nome,Média,Baixo,Baixa,Ibertioga,MG,23238.982370733906
sem nome,Média,Baixo,Baixa,Ibiraci,MG,45725.23691965124
sem nome,Média,Baixo,Baixa,Ingaí,MG,14138.776409213138
sem nome,Média,Baixo,Baixa,Iporá,GO,12809.099497629548
sem nome,Média,Baixo,Baixa,Ipuiúna,MG,16469.08838889534
sem nome,Média,Baixo,Baixa,Itamarandiba,MG,32131.295811811877
sem nome,Média,Baixo,Baixa,Itutinga,MG,14138.776409213138
sem nome,Média,Baixo,Baixa,Jaboticatubas,MG,26369.82032226638
sem nome,Média,Baixo,Baixa,Lagoa Santa,MG,10046.290265146059
sem nome,Média,Baixo,Baixa,Lajinha,MG,33615.704842433595
sem nome,Média,Baixo,Baixa,Lassance,MG,23841.841893961202
sem nome,Média,Baixo,Baixa,Lima Duarte,MG,42968.98037320943
sem nome,Média,Baixo,Baixa,Luz,MG,11861.50487655569
sem nome,Média,Baixo,Baixa,Machacalis,MG,13045.818176750305
sem nome,Média,Baixo,Baixa,Mantena,MG,19529.244460247133
sem nome,Média,Baixo,Baixa,Montes Claros,MG,19255.626145407907
sem nome,Média,Baixo,Baixa,Mutum,MG,99059.34908598021
sem nome,Média,Baixo,Baixa,Novo Cruzeiro,MG,56118.895722261375
sem nome,Média,Baixo,Baixa,Ouro Preto,MG,10480.204935542484
sem nome,Média,Baixo,Baixa,Pains,MG,8335.887556626569
sem nome,Média,Baixo,Baixa,Passos,MG,54054.064930505905
sem nome,Média,Baixo,Baixa,Patos de Minas,MG,10085.831343880218
sem nome,Média,Baixo,Baixa,Piedade do Rio Grande,MG,23238.982370733906
sem nome,Média,Baixo,Baixa,Pouso Alto,MG,30767.421959921245
sem nome,Média,Baixo,Baixa,Quirinópolis,GO,11881.205859273166
sem nome,Média,Baixo,Baixa,Rio Novo,MG,17081.079796340426
sem nome,Média,Baixo,Baixa,Rio Verde,GO,27788.19592224318
sem nome,Média,Baixo,Baixa,Rodeiro,MG,12656.905750530017
sem nome,Média,Baixo,Baixa,Sabará,MG,19912.72944650124
sem nome,Média,Baixo,Baixa,Sacramento,MG,51722.147967131765
sem nome,Média,Baixo,Baixa,Santa Bárbara do Leste,MG,30011.27474765054
sem nome,Média,Baixo,Baixa,Santa Luzia,MG,9840.332240401087
sem nome,Média,Baixo,Baixa,Santa Rita de Ibitipoca,MG,23238.982370733906
sem nome,Média,Baixo,Baixa,Santa Rita de Minas,MG,30011.27474765054
sem nome,Média,Baixo,Baixa,Santa Vitória,MG,98869.85299405766
sem nome,Média,Baixo,Baixa,Santana do Riacho,MG,36648.183776780745
sem nome,Média,Baixo,Baixa,Serra do Salitre,MG,24246.350866010827
sem nome,Média,Baixo,Baixa,Setubinha,MG,23191.952089624425
sem nome,Média,Baixo,Baixa,Soledade de Minas,MG,39566.89728370427
sem nome,Média,Baixo,Baixa,São João Batista do Glória,MG,27201.62489663426
sem nome,Média,Baixo,Baixa,Taquaraçu de Minas,MG,9840.332240401087
sem nome,Média,Baixo,Baixa,Ubá,MG,33234.89793789239
sem nome,Média,Baixo,Baixa,Umburatiba,MG,29140.305362995503
sem nome,Média,Baixo,Baixa,Vargem Bonita,MG,28934.42797298714
sem nome,Média,Baixo,Baixa,Águas Formosas,MG,34733.31249293524
sem nome,Média,Médio,Alta,Silvianópolis,MG,11590.331522172602
sem nome,Média,Médio,Alta,São Sebastião da Bela Vista,MG,11590.331522172602
sem nome,Média,Médio,Média,Astolfo Dutra,MG,8912.890320621122
sem nome,Média,Médio,Média,Baependi,MG,34632.91920420711
sem nome,Média,Médio,Média,Belmiro Braga,MG,18431.59688815248
sem nome,Média,Médio,Média,Betim,MG,21492.008564135544
sem nome,Média,Médio,Média,Bocaiúva,MG,20175.200410981877
sem nome,Média,Médio,Média,Bom Jardim de Goiás,GO,18375.983526267348
sem nome,Média,Médio,Média,Brasnorte,MT,12298.724434184098
sem nome,Média,Médio,Média,Cachoeiro de Itapemirim,ES,26933.073453323253
sem nome,Média,Médio,Média,Capinópolis,MG,21219.67657542358
sem nome,Média,Médio,Média,Caratinga,MG,25725.41466867189
sem nome,Média,Médio,Média,Carmo de Minas,MG,12085.04054037126
sem nome,Média,Médio,Média,Caxambu,MG,16527.062097012044
sem nome,Média,Médio,Média,Central de Minas,ES,33025.78494033471
sem nome,Média,Médio,Média,Central de Minas,MG,48837.22554583579
sem nome,Média,Médio,Média,Chácara,MG,22249.39078179536
sem nome,Média,Médio,Média,Colatina,ES,25506.313748686738
sem nome,Média,Médio,Média,Corinto,MG,7814.4151809425
sem nome,Média,Médio,Média,Coronel Pacheco,MG,32573.672155621738
sem nome,Média,Médio,Média,Cristiano Otoni,MG,23221.181176354512
sem nome,Média,Médio,Média,Cruzeiro da Fortaleza,MG,25588.54421447499
sem nome,Média,Médio,Média,Cuparaque,MG,7861.563827446533
sem nome,Média,Médio,Média,Córrego Danta,MG,10708.996945854482
sem nome,Média,Médio,Média,Delfinópolis,MG,9349.294732384446
sem nome,Média,Médio,Média,Divinésia,MG,20639.674975269907
sem nome,Média,Médio,Média,Espigão D'Oeste,RO,10665.265105727824
sem nome,Média,Médio,Média,Feira de Santana,BA,37224.14342891338
sem nome,Média,Médio,Média,Ferros,MG,14498.31236733856
sem nome,Média,Médio,Média,Fortaleza de Minas,MG,18889.898365988563
sem nome,Média,Médio,Média,Galiléia,MG,15811.440605501079
sem nome,Média,Médio,Média,Goiabeira,MG,7861.563827446533
sem nome,Média,Médio,Média,Goianá,MG,32573.672155621738
sem nome,Média,Médio,Média,Governador Lindenberg,ES,25506.313748686738
sem nome,Média,Médio,Média,Guaratinga,BA,16939.232231641763
sem nome,Média,Médio,Média,Guaratinga,MG,16939.232231641763
sem nome,Média,Médio,Média,Inhapim,MG,25725.41466867189
sem nome,Média,Médio,Média,Itapecerica,MG,12904.799160796545
sem nome,Média,Médio,Média,Itaverava,MG,23221.181176354512
sem nome,Média,Médio,Média,Itaúna,MG,10648.717758318886
sem nome,Média,Médio,Média,Jataí,GO,17982.499459460018
sem nome,Média,Médio,Média,Juiz de Fora,MG,40680.98766994783
sem nome,Média,Médio,Média,Lassance,MG,21420.753464842717
sem nome,Média,Médio,Média,Mantena,ES,33025.78494033471
sem nome,Média,Médio,Média,Mantena,MG,33025.78494033471
sem nome,Média,Médio,Média,Mantenópolis,ES,33025.78494033471
sem nome,Média,Médio,Média,Mantenópolis,MG,33025.78494033471
sem nome,Média,Médio,Média,Marilândia,ES,25506.313748686738
sem nome,Média,Médio,Média,Mateus Leme,MG,10648.717758318886
sem nome,Média,Médio,Média,Matias Barbosa,MG,22249.39078179536
sem nome,Média,Médio,Média,Mendes Pimentel,MG,15811.440605501079
sem nome,Média,Médio,Média,Minaçu,GO,14530.187288216519
sem nome,Média,Médio,Média,Montes Claros,MG,20204.12037939018
sem nome,Média,Médio,Média,Mário Campos,MG,6914.96116631319
sem nome,Média,Médio,Média,Novo Horizonte do Oeste,RO,35387.5330833751
sem nome,Média,Médio,Média,Passabém,MG,14498.31236733856
sem nome,Média,Médio,Média,Presidente Kennedy,ES,20903.793161157486
sem nome,Média,Médio,Média,Rolim de Moura,RO,35387.5330833751
sem nome,Média,Médio,Média,Santa Maria de Itabira,MG,14498.31236733856
sem nome,Média,Médio,Média,Santa Vitória,MG,8106.134764167956
sem nome,Média,Médio,Média,Santana dos Montes,MG,23221.181176354512
sem nome,Média,Médio,Média,Santo Amaro,BA,37224.14342891338
sem nome,Média,Médio,Média,Santo Antônio do Jacinto,BA,16939.232231641763
sem nome,Média,Médio,Média,Santo Antônio do Jacinto,MG,16939.232231641763
sem nome,Média,Médio,Média,Sarzedo,MG,6914.96116631319
sem nome,Média,Médio,Média,Serra do Salitre,MG,17352.636037512435
sem nome,Média,Médio,Média,Simão Pereira,MG,18431.59688815248
sem nome,Média,Médio,Média,São Gonçalo dos Campos,BA,37224.14342891338
